ID,Subject Code,Subject Name,Grade,Credits
22031A0446,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,B,1
22031A0453,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,D,3
22031A0453,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,B,1
22031A0457,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,D,3
22031A0457,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,A,1
22031A0504,R203105P,STATISTICAL FOUNDATION FOR DATA SCIENCE,ABSENT,0
22031A0505,R203104U,DIGITAL ELECTRONICS,C,3
22031A0506,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,C,3
22031A0510,R203105P,STATISTICAL FOUNDATION FOR DATA SCIENCE,C,3
22031A0513,R203105S,PUBLIC KEY INFRASTRUCTURE AND TRUST MANA,D,3
22031A0521,R203105P,STATISTICAL FOUNDATION FOR DATA SCIENCE,D,3
22031A0524,R203104U,DIGITAL ELECTRONICS,C,3
22031A0527,R203105P,STATISTICAL FOUNDATION FOR DATA SCIENCE,B,3
22031A0530,R203104U,DIGITAL ELECTRONICS,ABSENT,0
22031A0535,R203105S,PUBLIC KEY INFRASTRUCTURE AND TRUST MANA,ABSENT,0
22031A0536,R203105P,STATISTICAL FOUNDATION FOR DATA SCIENCE,C,3
22031A0539,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,ABSENT,0
22031A0543,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,E,3
22031A0544,R203104U,DIGITAL ELECTRONICS,C,3
22031A0546,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,C,3
22031A0548,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,D,3
22031A0552,R203105O,TEXT MINING AND TIME SERIES ANALYSIS,C,3
23035A0202,R203102L,POWER QUALITY,C,3
23035A0211,R203102L,POWER QUALITY,D,3
23035A0215,R203102L,POWER QUALITY,D,3
23035A0219,R203102L,POWER QUALITY,C,3
23035A0225,R203102L,POWER QUALITY,D,3
23035A0228,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,E,3
23035A0228,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,C,1
23035A0229,R203102L,POWER QUALITY,D,3
23035A0231,R203102L,POWER QUALITY,D,3
23035A0232,R203102L,POWER QUALITY,E,3
23035A0233,R203102L,POWER QUALITY,D,3
23035A0322,R203103Y,TRIBOLOGY,B,4
23035A0325,R203103Y,TRIBOLOGY,C,4
23035A0327,R203103Y,TRIBOLOGY,D,4
23035A0331,R203103Y,TRIBOLOGY,D,4
23035A0334,R203103Y,TRIBOLOGY,B,4
23035A0340,R203103Y,TRIBOLOGY,C,4
23035A0346,R203103Y,TRIBOLOGY,B,4
23035A0501,R203105T,DESIGN OF SECURE PROTOCOLS,C,3
23035A0502,R203104U,DIGITAL ELECTRONICS,C,3
23035A0405,R203104X,CMOS DIGITAL IC DESIGN,F,0
